Ticker,Company,Sector,Industry,Country,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Return on Assets,Return on Equity,Return on Investment,Gross Margin,Operating Margin,Profit Margin,Performance (Quarter),Performance (Half Year),Performance (Year),Beta,Volatility (Week),Volatility (Month),50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Price
STT,State Street Corporation,Financial,Asset Management,USA,15.45,13.24,1.91,11.32,1.48,0.27,,1.69%,23.00%,4.59,10.00%,11.47%,1.40%,8.08%,-11.00%,11.30%,-6.50%,0.80%,10.10%,5.90%,,,76.60%,10.47%,3.53%,3.32%,1.52,1.06%,1.48%,2.74%,3.97%,-3.04%,8.21%,-6.21%,13.67%,58.42,70.92
STWD,"Starwood Property Trust, Inc.",Financial,REIT - Diversified,USA,11.17,10.68,1.49,7.64,1.36,10.11,595.96,8.15%,88.70%,2.11,4.00%,2.51%,18.39%,7.50%,,26.80%,27.10%,0.40%,10.70%,1.50%,62.20%,26.50%,60.60%,-0.97%,1.99%,26.12%,0.61,0.92%,1.12%,0.11%,3.72%,-2.08%,7.68%,-2.27%,32.41%,49.81,23.56
STZ,Constellation Brands Inc.,Consumer Goods,Beverages - Wineries & Distillers,USA,9.19,18.39,0.62,2.94,3.16,44.43,23.25,,0.00%,9.49,385.60%,11.49%,52.90%,14.80%,5.90%,283.30%,126.60%,14.60%,42.90%,18.20%,42.40%,25.30%,36.70%,5.72%,7.59%,58.08%,1.05,0.93%,1.45%,0.51%,9.22%,-7.96%,6.34%,-7.96%,61.72%,55.15,87.23
SUNE,"SunEdison, Inc.",Technology,Semiconductor - Integrated Circuits,USA,,,,2.89,,13.18,,,,-4.3,-278.50%,6.80%,-28.10%,,0.00%,-477.50%,23.20%,-18.60%,-648.80%,-9.90%,6.80%,-15.40%,-53.00%,16.39%,35.32%,188.32%,2.62,3.48%,4.21%,4.31%,28.41%,-6.69%,19.20%,-6.69%,220.90%,61.16,22.72
SWK,"Stanley Black & Decker, Inc.",Industrial Goods,Machine Tools & Accessories,USA,23.32,14.42,2.44,1.27,2.02,27.56,29.99,2.20%,51.80%,3.9,17.20%,13.66%,3.60%,9.55%,20.00%,9.60%,1.00%,3.60%,8.70%,6.00%,36.00%,9.60%,5.40%,4.85%,12.13%,6.31%,1.52,0.98%,1.41%,3.46%,9.90%,-1.03%,7.23%,-1.03%,24.94%,61.81,90.96
SWKS,Skyworks Solutions Inc.,Technology,Semiconductor - Integrated Circuits,USA,28.87,14.12,1.59,5.1,4.33,11.7,19.2,0.80%,5.60%,1.91,38.10%,25.02%,16.70%,18.13%,15.80%,70.60%,34.60%,14.70%,16.30%,13.30%,44.30%,23.10%,17.90%,32.25%,61.07%,120.87%,1.54,2.03%,2.38%,10.18%,45.54%,-1.66%,22.11%,-1.66%,138.10%,65.63,55.15
SWN,Southwestern Energy Co.,Basic Materials,Independent Oil & Gas,USA,19.1,15.63,1.12,3.58,3.45,701.55,3597.7,,0.00%,2.08,198.50%,4.10%,4.00%,17.10%,7.80%,-15.70%,20.10%,8.80%,19.50%,12.90%,76.20%,36.40%,18.60%,-10.38%,-8.22%,5.58%,0.98,1.38%,1.98%,-6.73%,-6.48%,-16.71%,4.69%,-19.18%,13.90%,41.86,39.73
SWY,Safeway Inc.,Services,Grocery Stores,USA,123.39,29.48,8.81,0.22,1.42,3.57,,2.66%,5.80%,0.28,-29.90%,9.74%,-18.00%,14.00%,-3.90%,30.80%,1.90%,23.00%,68.30%,5.50%,26.10%,1.60%,9.60%,0.91%,4.76%,47.08%,1,0.39%,0.62%,0.30%,6.78%,-1.26%,1.95%,-3.61%,53.49%,49.82,34.55
SXL,Sunoco Logistics Partners L.P.,Basic Materials,Oil & Gas Pipelines,USA,34.18,27.58,6.33,0.56,1.89,72.35,,2.88%,91.10%,1.41,-23.10%,10.92%,9.60%,5.40%,10.40%,-38.90%,27.50%,2.50%,5.60%,6.80%,5.80%,3.00%,1.60%,6.10%,22.00%,48.05%,0.5,1.37%,2.39%,5.23%,16.71%,-1.77%,15.12%,-1.77%,61.31%,65.13,48.19
SYK,Stryker Corporation,Healthcare,Medical Appliances & Equipment,USA,45.63,15.51,5.1,3.35,3.46,6.55,25.66,1.49%,64.80%,1.8,-22.40%,11.00%,-1.10%,8.95%,6.10%,-41.10%,6.80%,4.30%,7.70%,8.90%,66.60%,22.50%,7.40%,2.70%,0.17%,21.28%,0.97,1.06%,1.13%,-0.39%,3.84%,-5.17%,4.09%,-5.17%,25.54%,54.74,82.14
SYMC,Symantec Corporation,Technology,Security Software & Services,USA,17.4,11.81,2.37,2.49,2.87,4.13,30.15,2.48%,42.90%,1.39,20.80%,8.70%,16.60%,7.35%,1.70%,54.50%,1.50%,7.40%,17.00%,11.70%,82.70%,22.20%,14.60%,9.41%,16.92%,-6.24%,0.86,1.53%,1.88%,4.41%,10.62%,-4.58%,13.89%,-6.74%,35.73%,58.67,24.19
SYY,Sysco Corporation,Services,Food Wholesale,USA,23.2,18.71,3.11,0.48,4.21,64.42,53.58,3.09%,51.80%,1.62,-12.10%,5.90%,-1.60%,7.47%,3.40%,-8.80%,3.20%,7.40%,18.40%,13.70%,17.60%,4.20%,2.10%,3.53%,6.19%,20.33%,0.68,0.80%,1.35%,1.83%,5.29%,-0.92%,5.89%,-11.31%,23.80%,59.24,37.59
T,"AT&T, Inc.",Technology,Telecom Services - Domestic,USA,10.15,12.69,2.03,1.37,1.95,15.83,121.22,5.33%,53.40%,3.4,171.20%,4.50%,57.50%,5.00%,0.80%,-4.20%,1.60%,6.30%,19.90%,12.80%,59.20%,23.30%,13.70%,-1.06%,9.04%,7.51%,0.45,0.77%,1.21%,-2.02%,1.54%,-7.95%,0.97%,-7.95%,11.55%,41.64,34.5
TAP,Molson Coors Brewing Company,Consumer Goods,Beverages - Brewers,USA,19.38,16.88,2.77,3.27,1.53,27.13,21.86,2.00%,36.00%,3.82,26.30%,0.16%,7.80%,7.00%,-2.50%,8.30%,0.90%,4.50%,8.20%,5.80%,40.00%,10.80%,16.80%,15.60%,30.85%,52.24%,0.86,0.79%,1.63%,2.24%,21.62%,-2.10%,10.56%,-2.10%,56.47%,57.42,74.02
TDC,Teradata Corporation,Technology,Data Storage Devices,USA,19.42,13.9,2.13,2.46,3.69,7.31,14.14,,0.00%,2.24,-7.00%,9.63%,10.30%,9.10%,8.80%,-7.70%,0.90%,11.70%,19.70%,18.80%,54.50%,19.40%,13.30%,5.66%,-4.71%,-27.66%,0.78,1.28%,2.16%,2.83%,-0.74%,-3.10%,8.99%,-29.11%,15.53%,57.86,43.51
TDG,TransDigm Group Incorporated,Industrial Goods,Aerospace/Defense Products & Services,USA,172.84,21.83,14.28,4.29,,13.37,,,0.00%,1.07,-60.00%,11.92%,-2.00%,12.10%,21.90%,-333.80%,25.00%,1.00%,-10.70%,10.60%,53.40%,40.30%,2.70%,13.82%,19.01%,52.39%,0.8,1.15%,1.37%,8.00%,19.09%,-0.44%,14.02%,-0.44%,57.72%,76.07,184.94
TEG,"Integrys Energy Group, Inc.",Utilities,Gas Utilities,USA,16.3,17.61,4.66,0.74,1.62,118.73,,4.07%,66.20%,4.1,18.00%,8.37%,24.50%,3.50%,-16.70%,250.00%,28.40%,2.90%,10.10%,5.40%,31.50%,8.00%,4.60%,16.94%,21.03%,22.54%,0.7,1.11%,1.59%,0.12%,14.47%,-6.35%,18.35%,-6.35%,31.40%,49.15,66.82
TGT,Target Corp.,Services,"Discount, Variety Stores",USA,20.62,14.85,1.63,0.53,2.35,54.11,,3.41%,55.40%,2.96,-32.10%,17.16%,1.40%,12.66%,2.30%,-15.60%,2.10%,4.20%,11.60%,8.80%,29.20%,5.00%,2.60%,10.62%,10.54%,-2.04%,0.55,2.12%,1.64%,4.00%,3.32%,-0.07%,7.97%,-7.02%,14.39%,64.17,61.05
THC,Tenet Healthcare Corp.,Healthcare,Hospitals,USA,,21.94,,0.42,8.19,14.61,,,,-0.23,-171.20%,98.42%,-32.10%,19.90%,5.30%,80.40%,66.90%,-0.40%,-8.40%,3.30%,83.90%,6.10%,-0.40%,26.49%,25.37%,52.16%,1.93,1.92%,2.76%,18.91%,33.18%,-0.05%,37.08%,-0.05%,64.33%,79.84,60.59
TIF,Tiffany & Co.,Services,Jewelry Stores,USA,58.12,20.63,4.65,3.13,4.56,34.03,,1.51%,77.70%,1.73,-56.60%,13.64%,-5.20%,12.50%,7.20%,49.20%,13.00%,4.70%,8.10%,6.20%,58.50%,20.60%,5.40%,4.49%,11.93%,25.30%,1.74,1.33%,1.55%,1.12%,10.32%,-2.75%,5.41%,-2.75%,38.10%,58.14,100.54
TJX,"The TJX Companies, Inc.",Services,Department Stores,USA,20.05,16.74,1.81,1.5,9.72,17.92,28.3,1.18%,19.20%,2.96,15.30%,12.82%,23.10%,11.08%,7.60%,3.20%,4.90%,20.80%,51.90%,39.40%,28.40%,12.10%,7.70%,7.99%,-1.10%,10.81%,0.57,2.48%,1.79%,10.29%,1.92%,-0.57%,14.72%,-7.00%,14.72%,71.89,59.36
TMK,Torchmark Corporation,Financial,Life Insurance,USA,13.66,12.05,1.51,1.83,1.58,154.2,7.32,0.94%,16.40%,3.96,5.30%,9.31%,11.90%,9.03%,2.70%,2.10%,3.50%,2.90%,13.30%,12.20%,,32.60%,13.90%,0.28%,7.20%,14.82%,1.11,0.95%,1.21%,-0.36%,3.54%,-4.27%,3.90%,-4.27%,19.20%,52.88,54.08
TMO,"Thermo Fisher Scientific, Inc.",Healthcare,Medical Laboratories & Research,USA,31.57,15.39,2.55,3.25,2.34,79.9,28.99,0.49%,15.30%,3.84,2.00%,13.56%,9.30%,12.38%,4.50%,-9.20%,33.40%,3.90%,8.00%,5.70%,43.10%,10.70%,10.00%,4.86%,-1.50%,34.91%,0.92,0.79%,1.30%,0.64%,4.94%,-4.71%,4.18%,-4.79%,38.31%,49.08,121.22
TMUS,"T-Mobile US, Inc.",Technology,Wireless Communications,USA,131.91,31.04,22.36,0.85,1.6,7.61,,,0.00%,0.22,100.40%,84.42%,-43.10%,5.90%,54.80%,,15.40%,0.40%,1.30%,2.60%,47.70%,-1.40%,0.70%,-14.55%,-10.18%,22.81%,1.46,1.91%,3.07%,-8.99%,-6.60%,-16.01%,2.04%,-18.25%,26.45%,37.17,29.02
TOL,Toll Brothers Inc.,Industrial Goods,Residential Construction,USA,25.59,15.61,0.52,1.95,1.71,17.97,,,0.00%,1.39,-66.10%,30.69%,20.30%,49.00%,-3.20%,150.00%,66.70%,3.40%,7.30%,2.00%,20.60%,8.80%,7.80%,0.20%,-7.22%,9.55%,1.35,1.60%,1.73%,1.24%,0.44%,-5.45%,9.99%,-10.96%,20.01%,62.21,35.57
TRGP,Targa Resources Corp.,Basic Materials,Oil & Gas Pipelines,USA,69.87,40.16,1.62,0.71,38.13,76.45,,1.88%,137.40%,1.97,70.30%,27.97%,52.21%,43.20%,-3.90%,75.00%,43.00%,1.40%,55.60%,9.70%,17.40%,6.70%,1.00%,19.77%,44.66%,110.59%,1.11,1.91%,2.41%,2.26%,31.39%,-14.06%,16.86%,-14.06%,113.04%,57.83,137.64
TRI,Thomson Reuters Corporation,Services,Publishing - Periodicals,USA,69.48,16.83,6.05,2.38,1.94,39.08,320.99,3.52%,238.20%,0.54,-93.70%,16.46%,-38.30%,11.49%,1.60%,6.90%,-0.10%,1.40%,2.80%,2.60%,33.80%,11.20%,3.50%,7.63%,9.71%,15.16%,0.88,1.07%,1.29%,2.64%,5.86%,-1.56%,7.78%,-1.56%,18.36%,59.2,37.52
TRIP,TripAdvisor Inc.,Technology,Internet Information Providers,USA,69.86,36.59,2.62,13.59,14.18,22.83,35.57,,0.00%,1.46,2.90%,31.52%,17.37%,26.66%,,2.20%,30.80%,13.30%,23.20%,17.50%,97.50%,28.80%,19.80%,8.02%,3.80%,43.22%,,2.60%,2.62%,0.43%,10.97%,-8.32%,11.12%,-8.32%,49.74%,58.71,101.99
TRMB,Trimble Navigation Limited,Technology,Scientific & Technical Instruments,USA,34.44,18.32,2.46,3.69,3.65,31.77,22.3,,0.00%,0.99,13.50%,14.03%,8.10%,14.00%,11.50%,38.10%,11.40%,7.00%,11.40%,7.30%,53.90%,13.50%,10.90%,-4.25%,-11.30%,31.74%,1.54,1.18%,1.87%,0.25%,-3.00%,-12.55%,12.27%,-15.12%,36.93%,58.1,34.1
TRN,Trinity Industries Inc.,Services,Railroads,USA,12.75,12.24,1.27,1.42,2.63,10.51,,0.83%,7.50%,3.78,46.50%,-4.23%,6.10%,10.00%,2.40%,1.00%,-25.70%,7.70%,23.20%,10.50%,25.20%,19.00%,11.00%,13.58%,40.26%,126.73%,2.18,2.92%,2.78%,9.96%,35.99%,0.71%,19.97%,0.71%,133.80%,70.59,48.18
TROW,"T. Rowe Price Group, Inc.",Financial,Asset Management,USA,18.45,15.71,1.33,5.59,3.94,12.3,31,2.21%,36.90%,4.32,16.10%,10.28%,16.60%,13.83%,10.40%,22.80%,15.20%,21.70%,23.50%,20.40%,,47.60%,30.80%,-0.85%,-0.40%,12.03%,1.35,1.18%,1.73%,-1.79%,-0.89%,-7.06%,5.40%,-7.06%,16.39%,51.38,79.69
TRV,"The Travelers Companies, Inc.",Financial,Property & Casualty Insurance,USA,9.46,10.13,1.43,1.19,1.26,102.19,10.04,2.35%,20.00%,9.91,54.60%,0.08%,15.20%,6.60%,1.40%,-19.00%,1.70%,3.40%,14.20%,13.00%,,34.20%,13.30%,1.55%,13.68%,19.17%,0.83,0.81%,1.03%,0.50%,6.34%,-2.53%,5.56%,-2.53%,21.28%,60.74,93.75
TRW,TRW Automotive Holdings Corp.,Consumer Goods,Auto Parts,USA,11.47,11.23,0.94,0.61,2.51,11.7,26.77,,0.00%,8.54,0.30%,12.08%,24.70%,12.25%,3.10%,14.10%,1.80%,8.50%,25.50%,17.30%,11.50%,7.70%,5.80%,16.22%,18.21%,39.54%,2.06,1.30%,1.71%,1.51%,17.91%,-8.66%,16.61%,-8.66%,43.87%,46.21,97.96
TSCO,Tractor Supply Company,Services,"Specialty Retail, Other",USA,26.46,21.77,1.63,1.65,7.06,158.73,55.94,0.99%,22.40%,2.44,22.10%,16.59%,26.40%,16.23%,11.40%,9.20%,8.80%,17.40%,28.00%,26.30%,34.20%,10.00%,6.40%,1.56%,-2.81%,7.40%,1.07,1.74%,1.78%,4.08%,-4.50%,-1.63%,13.17%,-16.82%,13.17%,63.96,64.56
TSLA,"Tesla Motors, Inc.",Consumer Goods,Auto Manufacturers - Major,USA,,77.41,,13.13,31.31,11.96,,,,-1.35,83.20%,206.85%,45.10%,49.60%,167.50%,-92.30%,89.90%,-4.70%,-21.10%,-5.00%,25.80%,-4.80%,-6.80%,23.87%,17.98%,63.45%,0.41,2.43%,3.00%,9.99%,29.74%,-3.92%,27.38%,-3.92%,121.17%,62.95,256.78
TSN,"Tyson Foods, Inc.",Consumer Goods,Meat Products,USA,13.46,11.25,0.71,0.38,1.94,23.69,32.95,0.81%,9.60%,2.75,37.50%,17.29%,57.30%,19.00%,5.10%,5.80%,10.90%,8.20%,15.40%,11.20%,7.30%,4.20%,2.70%,-6.63%,-4.39%,18.81%,0.47,1.40%,1.90%,-2.01%,-0.93%,-11.60%,6.07%,-16.17%,36.30%,45.04,37.02
TSO,Tesoro Corporation,Basic Materials,Oil & Gas Refining & Marketing,USA,23.45,10.97,2.35,0.21,1.99,10.37,,1.55%,32.20%,2.75,-53.80%,23.47%,7.40%,10.00%,5.80%,-11.90%,35.20%,2.90%,9.10%,7.10%,9.50%,2.30%,1.00%,19.44%,27.09%,33.43%,1.87,2.73%,2.78%,6.75%,17.16%,-0.59%,14.46%,-0.59%,59.90%,62.77,64.5
TSS,"Total System Services, Inc.",Financial,Credit Services,USA,25.41,14.27,1.81,2.49,3.59,23.31,24.57,1.27%,26.00%,1.24,-0.80%,15.42%,0.20%,14.03%,3.80%,0.00%,30.30%,7.80%,17.90%,7.90%,31.80%,17.20%,12.20%,2.87%,4.89%,12.86%,1.14,1.20%,1.16%,-0.02%,2.04%,-3.58%,5.67%,-5.14%,17.47%,48.82,31.51
TW,Towers Watson & Co.,Services,Management Services,USA,21.99,16.74,2.33,2.21,2.55,11.57,22.04,0.51%,19.00%,4.98,24.20%,10.38%,5.00%,9.45%,15.40%,18.80%,1.30%,6.70%,12.40%,10.70%,39.80%,14.30%,10.30%,-2.89%,-1.02%,31.65%,0.89,1.47%,1.92%,3.87%,-2.26%,-1.48%,8.93%,-16.65%,33.79%,64.36,109.51
TWC,Time Warner Cable Inc.,Services,CATV Systems,USA,20.48,17.57,1.5,1.83,5.51,101.57,29.64,2.05%,38.60%,7.15,-2.90%,8.08%,18.10%,13.70%,5.20%,7.40%,3.20%,4.20%,29.00%,10.90%,61.90%,21.40%,9.10%,4.21%,6.38%,36.54%,0.95,0.92%,1.38%,-0.26%,6.39%,-4.98%,3.98%,-4.98%,40.34%,48.13,146.45
TWTC,TW Telecom Inc.,Technology,Telecom Services - Domestic,USA,208.21,65.17,17.35,3.37,9.72,15.01,72.83,,0.00%,0.19,-52.00%,63.17%,33.10%,12.00%,6.20%,-27.30%,7.80%,0.90%,4.30%,5.10%,57.50%,11.70%,1.60%,21.57%,30.13%,36.84%,1.18,1.31%,1.73%,-1.31%,20.72%,-10.40%,23.47%,-10.40%,53.16%,48.95,39.56
TWTR,"Twitter, Inc.",Technology,Internet Information Providers,USA,,128.8,,29.05,8.98,13.49,,,,-2.02,155.60%,268.04%,0.00%,,,-166.70%,124.10%,-30.20%,-39.00%,-20.10%,63.00%,-87.50%,-87.60%,50.75%,-17.57%,,,1.46%,2.51%,13.08%,-1.04%,-4.21%,31.15%,-38.47%,55.81%,67.63,45.98
TWX,Time Warner Inc.,Services,Entertainment - Diversified,USA,16.72,16.87,1.31,2.28,2.61,14.74,27.62,1.64%,25.10%,4.62,25.80%,14.28%,23.50%,12.77%,2.40%,28.80%,2.70%,6.40%,14.80%,9.70%,44.70%,24.50%,14.80%,13.96%,25.09%,31.57%,1.15,1.02%,1.84%,2.00%,16.12%,-12.37%,14.25%,-12.37%,35.53%,50.06,77.23
TXN,Texas Instruments Inc.,Technology,Semiconductor - Broad Line,USA,23.09,17.49,2.31,4.09,4.92,18.28,26.74,2.50%,56.20%,2.08,26.50%,13.85%,5.80%,10.00%,-0.50%,8.60%,8.00%,12.20%,21.30%,14.00%,55.00%,26.70%,18.20%,4.48%,9.43%,27.10%,1.22,0.84%,1.27%,0.85%,7.17%,-2.43%,5.31%,-2.43%,29.67%,59.13,48.02
TXT,Textron Inc.,Industrial Goods,Aerospace/Defense - Major Diversified,USA,21.95,14.58,1.13,0.85,2.38,13.31,9.2,0.21%,4.60%,1.77,-11.20%,26.14%,6.30%,19.50%,-2.90%,27.50%,23.50%,3.60%,11.70%,8.90%,16.60%,7.20%,3.90%,0.23%,-0.77%,41.32%,1.81,1.30%,1.76%,2.11%,4.93%,-3.48%,8.58%,-5.54%,48.68%,60.57,38.85
UA,"Under Armour, Inc.",Consumer Goods,Textile - Apparel Clothing,USA,91.71,58.75,3.76,5.67,13.2,50.14,,,0.00%,0.77,25.00%,27.74%,31.60%,24.38%,26.30%,0.00%,34.10%,10.40%,15.70%,13.80%,49.00%,10.60%,6.30%,46.00%,22.56%,95.62%,0.94,2.54%,2.34%,11.98%,34.53%,-1.63%,26.63%,-1.63%,98.20%,66.26,70.62
UAL,"United Continental Holdings, Inc.",Services,Major Airlines,USA,28.51,8.28,0.96,0.47,5.4,3.12,,,0.00%,1.7,170.20%,29.40%,15.30%,29.60%,13.60%,64.80%,3.30%,1.90%,26.20%,8.30%,23.30%,4.90%,1.80%,11.22%,5.12%,60.94%,1.01,2.77%,3.57%,10.14%,13.26%,-2.14%,32.22%,-2.14%,77.38%,62.68,48.46
UDR,"UDR, Inc.",Financial,REIT - Residential,USA,495.17,142.84,72.08,9.72,2.76,470.31,,3.50%,402.10%,0.06,96.20%,-7.56%,59.40%,6.87%,5.20%,800.00%,7.10%,0.90%,2.20%,2.00%,65.00%,13.50%,7.80%,8.79%,18.08%,35.66%,0.83,1.12%,1.29%,3.65%,15.49%,-1.79%,10.52%,-1.79%,40.67%,61.76,29.71
UGI,UGI Corporation,Utilities,Diversified Utilities,USA,17.55,17.64,2.29,0.73,2.16,13.62,18.52,2.27%,38.10%,2.96,30.30%,-2.45%,3.90%,7.65%,1.60%,125.00%,8.20%,3.30%,13.00%,10.60%,37.20%,11.90%,4.20%,8.96%,19.35%,33.80%,0.6,1.05%,1.48%,4.38%,15.57%,-0.15%,9.81%,-0.15%,40.33%,72.63,51.94
UHAL,AMERCO,Services,Rental & Leasing Services,USA,15.76,13.58,1.05,1.92,3.33,8.07,,,0.00%,18.09,29.10%,10.53%,287.70%,15.00%,7.30%,10.00%,10.00%,5.90%,23.00%,12.50%,90.10%,22.20%,12.20%,7.12%,24.85%,67.42%,1.61,2.33%,2.45%,1.38%,14.37%,-3.64%,11.38%,-4.03%,80.94%,57.42,285.1
UHS,Universal Health Services Inc.,Healthcare,Hospitals,USA,21.4,17.94,2.31,1.48,3.15,762.48,20.84,0.18%,3.70%,5.28,13.50%,10.64%,22.00%,9.25%,7.70%,-1.30%,10.10%,6.30%,15.90%,10.70%,,13.70%,7.00%,26.43%,36.13%,62.64%,1.36,1.23%,2.02%,12.40%,30.83%,0.12%,23.82%,0.12%,69.15%,76.36,113
ULTA,"ULTA Salon, Cosmetics & Fragrance, Inc.",Services,"Specialty Retail, Other",USA,29.73,22.16,1.55,2.23,5.9,13.69,46.14,,0.00%,3.27,17.50%,18.99%,48.90%,19.22%,19.70%,18.50%,22.50%,13.50%,21.90%,20.20%,35.10%,12.20%,7.50%,13.79%,11.17%,-4.73%,0.88,2.83%,2.18%,3.91%,2.20%,-2.17%,10.29%,-26.76%,20.98%,60.61,97.21
UNH,UnitedHealth Group Incorporated,Healthcare,Health Care Plans,USA,15.23,13.75,1.63,0.65,2.49,9.82,18.99,1.79%,21.90%,5.5,4.20%,9.14%,18.00%,9.36%,8.60%,1.40%,7.10%,6.60%,17.00%,13.00%,,7.70%,4.40%,6.86%,11.14%,18.27%,0.5,1.28%,1.76%,1.81%,9.05%,-3.97%,8.06%,-3.97%,27.11%,57.21,83.78
UNM,Unum Group,Financial,Accident & Health Insurance,USA,10.2,9.11,1.19,0.86,0.97,79.85,8.5,1.65%,16.80%,3.44,1.90%,7.57%,14.80%,8.60%,0.40%,14.60%,2.00%,1.50%,10.10%,8.90%,,13.10%,8.60%,5.41%,4.46%,17.98%,1.32,0.86%,1.52%,0.99%,3.50%,-1.57%,4.46%,-2.44%,22.68%,56.21,35.1
UNP,Union Pacific Corporation,Services,Railroads,USA,20.62,16.71,1.4,4.15,4.45,61.76,62.08,1.89%,30.80%,5.13,13.80%,14.30%,15.70%,14.73%,4.10%,21.20%,10.00%,9.40%,22.20%,15.50%,73.60%,34.90%,20.60%,8.27%,18.91%,36.02%,1.03,1.05%,1.17%,5.13%,15.63%,-0.50%,9.31%,-0.50%,43.81%,75.15,105.77
UPS,"United Parcel Service, Inc.",Services,Air Delivery & Freight Services,USA,25.2,17.07,2.28,1.58,16.27,19.42,59.34,2.74%,66.20%,3.88,455.40%,15.67%,48.40%,11.07%,1.50%,-56.60%,5.60%,10.00%,66.20%,27.30%,76.80%,10.50%,6.40%,-4.17%,3.29%,15.49%,0.96,0.85%,1.05%,-2.42%,-0.66%,-6.32%,3.78%,-6.32%,17.89%,46.92,97.77
URBN,Urban Outfitters Inc.,Services,Apparel Stores,USA,21.75,17.45,1.46,1.75,4.14,16.05,24.32,,0.00%,1.83,16.70%,16.38%,10.10%,14.92%,11.00%,-18.80%,5.90%,13.20%,17.60%,16.60%,37.20%,13.20%,8.70%,22.31%,9.88%,-6.79%,0.96,2.33%,2.07%,13.94%,10.37%,1.12%,22.01%,-7.57%,23.49%,77,39.8
URI,"United Rentals, Inc.",Services,Rental & Leasing Services,USA,28.38,14.1,0.84,2.15,6.29,66.14,387.71,,0.00%,4.13,360.80%,25.38%,18.00%,33.60%,8.70%,14.10%,16.00%,3.80%,24.30%,9.50%,41.50%,23.60%,8.40%,17.36%,34.08%,106.21%,2.77,1.84%,2.15%,8.09%,29.30%,0.21%,15.16%,0.21%,123.76%,72.53,117.23
USB,U.S. Bancorp,Financial,Regional - Midwest Banks,USA,13.87,12.57,1.96,6.21,2.01,5.99,10.63,2.33%,30.90%,3.03,5.60%,7.87%,13.30%,7.09%,-0.20%,2.60%,0.30%,1.50%,15.10%,12.80%,,72.50%,45.40%,1.97%,4.16%,14.99%,0.79,0.98%,1.15%,-1.00%,3.04%,-3.93%,3.57%,-3.93%,20.03%,51.81,42.03
UTX,United Technologies Corp.,Industrial Goods,Aerospace/Defense Products & Services,USA,17.42,14.53,1.56,1.56,2.91,20.17,35.7,2.16%,35.00%,6.28,16.10%,9.80%,4.90%,11.18%,1.20%,8.20%,7.40%,6.40%,18.30%,13.40%,27.00%,14.80%,9.00%,-4.79%,-5.09%,8.54%,1.15,0.97%,1.16%,-1.44%,-2.48%,-7.00%,6.66%,-8.47%,12.31%,55.79,109.39
V,Visa Inc.,Financial,Credit Services,USA,24.61,20.85,1.44,10.82,4.95,26.93,22.35,0.74%,13.90%,8.78,140.20%,15.31%,52.80%,17.05%,13.50%,15.40%,5.10%,18.90%,25.60%,18.40%,,63.40%,55.80%,2.09%,-4.10%,21.70%,0.76,0.90%,1.06%,1.21%,1.55%,-3.67%,4.44%,-7.73%,26.18%,58.93,216.09
VAL,The Valspar Corporation,Basic Materials,Specialty Chemicals,USA,23.14,16.87,1.56,1.52,6.33,45.77,,1.30%,27.50%,3.47,3.20%,15.68%,18.30%,14.83%,3.30%,9.60%,10.50%,7.40%,27.90%,13.80%,34.20%,12.80%,6.80%,8.03%,9.94%,27.20%,0.9,0.88%,1.28%,4.31%,9.80%,-2.07%,7.84%,-2.07%,32.77%,65.54,80.3
VAR,"Varian Medical Systems, Inc.",Healthcare,Medical Appliances & Equipment,USA,21.68,17.65,1.81,2.89,5.1,8.82,,,0.00%,3.89,5.90%,12.03%,11.50%,12.00%,7.30%,-1.00%,3.00%,12.00%,24.40%,19.60%,42.90%,19.80%,13.80%,4.23%,0.39%,15.90%,0.88,0.93%,1.32%,0.38%,3.72%,-4.00%,4.73%,-4.00%,20.31%,50.59,84.34
VFC,V.F. Corporation,Consumer Goods,Textile - Apparel Clothing,USA,22.81,18.2,1.92,2.34,4.86,57.86,39.16,1.64%,34.90%,2.8,11.50%,13.30%,15.00%,11.85%,8.40%,16.10%,8.20%,12.30%,21.70%,17.20%,48.40%,14.70%,10.70%,2.26%,9.48%,36.30%,0.92,1.11%,1.39%,2.73%,6.11%,0.20%,6.77%,-0.33%,40.08%,62.82,63.87
VIAB,"Viacom, Inc.",Services,Entertainment - Diversified,USA,15.11,12.94,1.21,2.49,7.96,13.23,17.86,1.64%,22.10%,5.34,11.50%,14.92%,19.30%,12.47%,-0.20%,17.70%,1.20%,10.70%,47.00%,16.70%,52.50%,30.00%,18.20%,-4.69%,-6.55%,2.88%,1.12,0.82%,1.25%,-4.67%,-3.85%,-10.09%,1.80%,-10.09%,5.17%,38.39,80.7
